,Unnamed: 0,brand,guaranteed_authentic_brand,model_variant,core_model,price,negotiable_price,bezel_material,bezel_plated,case_material,case_plated,dial
865,352,rolex,False,Standard,Air King,7899.0,False,steel,False,steel,False,black
866,353,rolex,False,Standard,Datejust 36,12599.0,False,white gold,False,steel,False,black
867,355,rolex,False,Standard,Datejust 41,16950.0,True,rose gold,False,gold/steel,False,grey
868,356,rolex,False,Standard,GMT-Master II,14800.0,False,ceramic,False,steel,False,black
869,358,rolex,False,Standard,Yacht-Master 40,27495.0,False,ceramic,False,rose gold,False,black
870,359,rolex,False,Standard,Oyster Perpetual,9268.0,False,steel,False,yellow gold,False,silver
871,360,rolex,False,Standard,GMT-Master II,16750.0,True,ceramic,False,steel,False,black
872,361,rolex,False,Standard,Unknown/Other,71980.0,False,yellow gold,False,yellow gold,False,green
873,362,rolex,False,Standard,Yacht-Master 40,15995.0,False,platinum,False,steel,False,blue
874,363,rolex,False,Standard,Sky-Dweller,22995.0,True,white gold,False,steel,False,white
875,364,rolex,False,Standard,Unknown/Other,94499.0,False,ceramic,False,white gold,False,meteorite
876,365,rolex,False,Standard,Unknown/Other,26500.0,False,yellow gold,False,gold/steel,False,champagne
878,367,rolex,False,Standard,GMT-Master II,17995.0,False,ceramic,False,steel,False,black
879,368,rolex,False,Standard,Sky-Dweller,17495.0,False,white gold,False,steel,False,white
880,369,rolex,False,Standard,Datejust 41,12725.0,False,steel,False,steel,False,grey
882,371,rolex,False,Standard,Day-Date 40,49995.0,False,rose gold,False,rose gold,False,brown
883,372,rolex,False,Standard,Datejust 36,6880.0,False,steel,False,steel,False,grey
884,373,rolex,False,Standard,Datejust 36,5816.0,True,white gold,False,steel,False,silver
885,374,rolex,False,Standard,Explorer,6899.0,True,steel,False,steel,False,black
886,375,rolex,False,Standard,Unknown/Other,48425.0,False,yellow gold,False,yellow gold,False,black
887,376,rolex,False,Standard,Unknown/Other,31500.0,False,ceramic,False,steel,False,white
888,377,rolex,False,Standard,GMT-Master II,23495.0,False,steel,False,steel,False,black
889,378,rolex,False,Standard,Cellini,5097.0,True,yellow gold,False,yellow gold,False,white
890,379,rolex,False,Standard,GMT-Master II,23400.0,True,ceramic,False,gold/steel,False,black
891,380,rolex,False,Date,Submariner,14300.0,False,steel,False,steel,False,black
892,381,rolex,False,Standard,Oyster Perpetual,5498.0,True,yellow gold,False,yellow gold,False,white
893,382,rolex,False,Standard,Unknown/Other,5227.0,False,steel,False,steel,False,silver
894,383,rolex,False,Standard,Sky-Dweller,27795.0,False,yellow gold,False,yellow gold,False,champagne
895,384,rolex,False,Date,Submariner,19400.0,True,ceramic,False,gold/steel,False,black
896,385,rolex,False,Standard,Explorer,7895.0,False,steel,False,steel,False,black
897,386,rolex,False,Standard,GMT-Master II,18250.0,True,ceramic,False,steel,False,black
898,387,rolex,False,Standard,Datejust 41,15925.0,True,white gold,False,gold/steel,False,grey
899,388,rolex,False,Standard,Datejust 36,13452.0,False,yellow gold,False,steel,False,yellow
900,389,rolex,False,Standard,Datejust 31,10158.0,False,steel,False,steel,False,pink
901,390,rolex,False,Standard,Datejust 31,13452.0,False,white gold,False,steel,False,black
903,392,rolex,False,Standard,Explorer II,10158.0,False,steel,False,steel,False,black
904,393,rolex,False,Standard,Datejust Turn-O-Graph,12463.0,True,white gold,False,steel,False,blue
905,394,rolex,False,Standard,Lady-Datejust,10913.0,False,yellow gold,False,gold/steel,False,blue
906,395,rolex,False,Standard,Datejust 31,15237.0,False,rose gold,False,steel,False,brown
907,396,rolex,False,Standard,Yacht-Master 40,14070.0,False,platinum,False,steel,False,blue
908,397,rolex,False,Standard,Explorer,7070.0,True,steel,False,steel,False,black
909,398,rolex,False,Standard,Datejust 36,7484.0,False,yellow gold,False,gold/steel,False,champagne
910,400,rolex,False,Date,Submariner,30893.0,False,steel,False,steel,False,black
911,401,rolex,False,Date,Submariner,14999.0,True,ceramic,False,steel,False,black
912,402,rolex,False,Standard,Day-Date 36,49250.0,False,yellow gold,False,yellow gold,False,green
913,403,rolex,False,Date,Oyster Perpetual,7155.0,False,steel,False,steel,False,black
915,405,rolex,False,Standard,Unknown/Other,36000.0,False,ceramic,False,rose gold,False,brown
916,406,rolex,False,Standard,Oyster Perpetual,8899.0,False,steel,False,steel,False,yellow
917,407,rolex,False,Standard,Datejust 36,12968.0,False,white gold,False,steel,False,blue
918,408,rolex,False,Standard,Day-Date 36,29703.0,False,yellow gold,False,yellow gold,False,green
919,409,rolex,False,Standard,Oyster Perpetual,9446.0,False,steel,False,steel,False,pink
920,410,rolex,False,Standard,Unknown/Other,20198.0,False,yellow gold,False,gold/steel,False,black
921,411,rolex,False,Standard,Unknown/Other,38390.0,True,ceramic,False,steel,False,white
922,412,rolex,False,Standard,Day-Date 40,47450.0,True,white gold,False,white gold,False,green
923,413,rolex,False,Standard,Explorer,8495.0,False,steel,False,steel,False,black
924,414,rolex,False,Standard,Unknown/Other,101000.0,False,ceramic,False,yellow gold,False,meteorite
925,415,rolex,False,Standard,Unknown/Other,77999.0,False,yellow gold,False,yellow gold,False,green
926,416,rolex,False,Standard,Datejust 41,18899.0,False,white gold,False,steel,False,green
927,417,rolex,False,Pepsi,GMT-Master II,14500.0,False,steel,False,steel,False,black
928,418,rolex,False,Standard,Unknown/Other,88425.0,False,yellow gold,False,yellow gold,False,green
929,419,rolex,False,Standard,Explorer,8997.0,True,steel,False,steel,False,black
930,420,rolex,False,Standard,GMT-Master II,14199.0,False,ceramic,False,steel,False,black
931,421,rolex,False,Standard,Datejust 41,22950.0,True,white gold,False,steel,False,green
932,422,rolex,False,Standard,Unknown/Other,102000.0,False,ceramic,False,yellow gold,False,turquoise
933,423,rolex,False,Standard,Day-Date 40,47550.0,False,white gold,False,white gold,False,green
934,424,rolex,False,Standard,Unknown/Other,46713.0,False,ceramic,False,white gold,False,grey
935,425,rolex,False,Standard,Datejust 41,12476.0,False,steel,False,steel,False,grey
936,426,rolex,False,Standard,Datejust 41,20934.0,False,rose gold,False,gold/steel,False,brown
937,427,rolex,False,Standard,Unknown/Other,33357.0,False,ceramic,False,steel,False,white
938,428,rolex,False,Standard,Unknown/Other,29007.0,False,yellow gold,False,gold/steel,False,black
939,429,rolex,False,Standard,Datejust 41,23995.0,False,rose gold,False,gold/steel,False,brown
941,431,rolex,False,Standard,Milgauss,14406.0,False,steel,False,steel,False,blue
942,432,rolex,False,Standard,Datejust 41,14850.0,False,white gold,False,steel,False,blue
943,433,rolex,False,Standard,Unknown/Other,29466.0,False,white gold,False,steel,False,white
945,435,rolex,False,Date,Submariner,19000.0,False,ceramic,False,gold/steel,False,black
946,436,rolex,False,Date,Submariner,15197.0,False,ceramic,False,steel,False,black
950,440,rolex,False,Standard,GMT-Master II,18524.0,False,ceramic,False,steel,False,black
951,441,rolex,False,Standard,Datejust 41,13374.0,False,steel,False,steel,False,grey
952,442,rolex,False,Standard,Unknown/Other,46921.0,False,ceramic,False,white gold,False,grey
953,443,rolex,False,Standard,Sky-Dweller,28386.0,False,white gold,False,steel,False,green
954,444,rolex,False,Standard,Unknown/Other,18631.0,False,yellow gold,False,gold/steel,False,white
957,447,rolex,False,Standard,Oyster Perpetual,9995.0,False,steel,False,steel,False,blue
959,449,rolex,False,Standard,Unknown/Other,61061.0,True,ceramic,False,yellow gold,False,champagne
961,451,rolex,False,Standard,Unknown/Other,109431.0,False,ceramic,False,yellow gold,False,blue
963,453,rolex,False,Standard,Oyster Perpetual,11825.0,False,steel,False,steel,False,blue
965,455,rolex,False,No Date,Submariner,13384.0,False,ceramic,False,steel,False,black
968,458,rolex,False,Standard,Datejust 36,8854.0,False,yellow gold,False,gold/steel,False,gold
969,459,rolex,False,Standard,Sky-Dweller,45500.0,False,yellow gold,False,yellow gold,False,white
970,460,rolex,False,No Date,Submariner,13070.0,False,ceramic,False,steel,False,black
971,461,rolex,False,Standard,GMT-Master II,22575.0,False,ceramic,False,steel,False,black
972,462,rolex,False,Standard,Unknown/Other,49546.0,False,ceramic,False,rose gold,False,black
973,463,rolex,False,Standard,Unknown/Other,23645.0,False,yellow gold,False,gold/steel,False,black
974,464,rolex,False,Standard,GMT-Master II,18900.0,True,ceramic,False,steel,False,brown
975,465,rolex,False,Standard,Sky-Dweller,24995.0,False,yellow gold,False,gold/steel,False,white
976,470,rolex,False,Standard,Day-Date 40,91425.0,False,platinum,False,platinum,False,blue
977,471,rolex,False,Standard,Datejust 41,16874.0,False,gold/steel,False,gold/steel,False,green
979,479,rolex,False,Standard,Yacht-Master 40,8995.0,False,platinum,False,steel,False,silver
980,482,rolex,False,Standard,Datejust 41,11850.0,False,white gold,False,steel,False,blue
981,483,rolex,False,Date,Submariner,16400.0,True,ceramic,False,steel,False,black
982,501,rolex,False,Standard,Oyster Perpetual,19925.0,True,steel,False,steel,False,yellow
983,507,rolex,False,Standard,GMT-Master II,17795.0,True,ceramic,False,steel,False,black
984,510,rolex,False,Standard,Explorer II,13995.0,False,steel,False,steel,False,white
985,512,rolex,False,Standard,Unknown/Other,117199.0,False,ceramic,False,platinum,False,blue
986,513,rolex,False,Standard,Datejust 36,24800.0,False,yellow gold,False,gold/steel,False,mother of pearl
987,517,rolex,False,Standard,Day-Date 40,57800.0,True,rose gold,False,rose gold,False,green
988,519,rolex,False,Standard,Lady-Datejust,20995.0,False,rose gold,False,gold/steel,False,purple
989,520,rolex,False,Standard,GMT-Master II,21400.0,True,ceramic,False,steel,False,black
990,523,rolex,False,Standard,Explorer II,11199.0,False,steel,False,steel,False,white
991,524,rolex,False,No Date,Submariner,11995.0,False,ceramic,False,steel,False,black
993,526,rolex,False,Date,Submariner,39999.0,False,ceramic,False,yellow gold,False,black
994,527,rolex,False,Standard,Day-Date 40,65800.0,True,yellow gold,False,yellow gold,False,green
995,528,rolex,False,Standard,Explorer,6495.0,False,steel,False,steel,False,black
996,530,rolex,False,Standard,Unknown/Other,20599.0,False,yellow gold,False,gold/steel,False,black
997,531,rolex,False,Standard,Datejust 31,21995.0,False,rose gold,False,gold/steel,False,silver
998,532,rolex,False,Standard,Datejust 36,11950.0,False,yellow gold,False,gold/steel,False,silver
999,533,rolex,False,Standard,Datejust 36,13995.0,False,white gold,False,steel,False,purple
1000,534,rolex,True,Standard,Unknown/Other,16633.0,False,yellow gold,False,gold/steel,False,white
1001,535,rolex,False,Standard,GMT-Master II,20999.0,False,ceramic,False,steel,False,black
1002,536,rolex,False,Standard,Day-Date 36,20399.0,False,yellow gold,False,yellow gold,False,gold
1003,537,rolex,False,Standard,Datejust 41,19499.0,True,rose gold,False,steel,False,brown
1004,538,rolex,False,Standard,Sea-Dweller Deepsea,16550.0,False,ceramic,False,steel,False,blue
1005,539,rolex,False,Standard,Datejust 41,15495.0,True,white gold,False,steel,False,grey
1006,540,rolex,False,Standard,Unknown/Other,59890.0,False,white gold,False,white gold,False,blue
1007,541,rolex,False,Standard,Sea-Dweller Deepsea,14650.0,False,ceramic,False,steel,False,blue
1008,542,rolex,False,No Date,Submariner,9199.0,False,steel,False,steel,False,black
1009,543,rolex,False,Standard,Oyster Perpetual,11425.0,False,steel,False,steel,False,black
1010,544,rolex,False,Standard,Sky-Dweller,76500.0,False,yellow gold,False,yellow gold,False,green
1011,545,rolex,False,Date,Submariner,15200.0,True,ceramic,False,steel,False,black
1012,546,rolex,False,Standard,Datejust 36,4850.0,True,white gold,False,steel,False,silver
1013,547,rolex,False,Standard,Day-Date 36,51899.0,False,rose gold,False,rose gold,False,green
1014,548,rolex,False,Standard,Yacht-Master 37,24397.0,False,ceramic,False,rose gold,False,black
1015,549,rolex,False,Standard,Datejust 41,12425.0,True,steel,False,steel,False,black
1016,550,rolex,False,Standard,Unknown/Other,30999.0,False,white gold,False,steel,False,white
1017,551,rolex,False,Standard,Sky-Dweller,20500.0,False,white gold,False,steel,False,black
1018,552,rolex,False,Standard,Sky-Dweller,17265.0,False,white gold,False,steel,False,blue
1019,553,rolex,False,Standard,Datejust 41,10800.0,False,steel,False,steel,False,blue
1020,554,rolex,False,Standard,Datejust 36,6700.0,False,steel,False,steel,False,silver
1021,555,rolex,False,Standard,Datejust 36,14995.0,False,white gold,False,steel,False,green
1022,556,rolex,False,Standard,GMT-Master II,13850.0,True,steel,False,steel,False,black
1023,557,rolex,False,Standard,Explorer,8495.0,False,steel,False,steel,False,black
1024,561,rolex,False,Standard,Explorer,8449.0,False,steel,False,steel,False,black
1025,563,rolex,False,Standard,Oyster Perpetual,9030.0,True,steel,False,steel,False,white
1026,564,rolex,False,Standard,Oyster Perpetual,8662.0,False,steel,False,steel,False,yellow
1027,565,rolex,False,Standard,Unknown/Other,94500.0,False,ceramic,False,yellow gold,False,meteorite
1028,566,rolex,False,Standard,Datejust 41,19000.0,True,white gold,False,steel,False,green
1029,567,rolex,False,Standard,Unknown/Other,100300.0,False,ceramic,False,yellow gold,False,blue
1030,568,rolex,False,Standard,Day-Date 40,61500.0,True,white gold,False,white gold,False,green
1031,574,rolex,False,Date,Submariner,53000.0,True,ceramic,False,yellow gold,False,blue
1033,586,rolex,False,Standard,Datejust 36,12000.0,True,yellow gold,False,gold/steel,False,champagne
1034,592,rolex,False,Standard,Datejust 31,20925.0,False,yellow gold,False,gold/steel,False,grey
1035,599,rolex,False,Standard,Datejust 41,11850.0,False,steel,False,steel,False,green
1036,600,rolex,False,Standard,Explorer,10795.0,False,steel,False,steel,False,black
1037,601,rolex,False,Standard,Day-Date 36,21387.0,True,yellow gold,False,yellow gold,False,gold
1038,602,rolex,False,Standard,GMT-Master II,25995.0,True,ceramic,False,steel,False,black
1039,603,rolex,False,No Date,Submariner,10999.0,False,steel,False,steel,False,black
1040,605,rolex,False,Standard,Datejust 41,17495.0,False,white gold,False,steel,False,blue
1041,607,rolex,False,Standard,Lady-Datejust,11180.0,False,yellow gold,False,yellow gold,False,champagne
1042,608,rolex,False,Standard,Datejust 41,13899.0,False,steel,False,steel,False,grey
1044,611,rolex,False,Date,Submariner,15500.0,False,ceramic,False,steel,False,black
1045,612,rolex,False,Standard,Day-Date 40,55550.0,True,rose gold,False,rose gold,False,green
1046,613,rolex,False,Standard,Unknown/Other,28850.0,False,ceramic,False,steel,False,black
1047,614,rolex,False,Standard,Datejust 41,13590.0,True,steel,False,steel,False,green
1048,615,rolex,False,Standard,Sky-Dweller,64500.0,True,rose gold,False,rose gold,False,blue
1049,616,rolex,False,Standard,GMT-Master II,18425.0,False,ceramic,False,steel,False,black
1050,617,rolex,False,Standard,Day-Date 40,65995.0,False,yellow gold,False,yellow gold,False,green
1051,618,rolex,False,Date,Oyster Perpetual,5900.0,False,steel,False,steel,False,silver
1052,619,rolex,False,Standard,Day-Date 36,19699.0,True,yellow gold,False,yellow gold,False,gold
1053,620,rolex,False,Standard,GMT-Master II,12800.0,False,ceramic,False,steel,False,black
1054,621,rolex,False,Standard,Datejust 36,14825.0,True,white gold,False,steel,False,silver
1055,623,rolex,False,Standard,Datejust 36,11499.0,False,white gold,False,steel,False,black
1056,624,rolex,False,Standard,Day-Date 36,18950.0,False,yellow gold,False,yellow gold,False,black
1057,625,rolex,False,Standard,Datejust 41,19500.0,False,rose gold,False,gold/steel,False,grey
1058,626,rolex,False,Date,Submariner,15399.0,False,ceramic,False,steel,False,black
1060,628,rolex,False,Standard,Datejust 41,18500.0,False,rose gold,False,rose gold,False,grey
1061,629,rolex,False,Standard,Datejust 41,21000.0,True,white gold,False,white gold,False,green
1062,633,rolex,False,Standard,GMT-Master II,18995.0,True,ceramic,False,steel,False,black
1063,634,rolex,False,Standard,Unknown/Other,39091.0,False,white gold,False,white gold,False,white
1064,636,rolex,False,Standard,Unknown/Other,45000.0,False,rose gold,False,rose gold,False,black
1065,637,rolex,False,Standard,GMT-Master II,19565.0,False,ceramic,False,steel,False,black
1066,640,rolex,False,Standard,Day-Date 36,11950.0,False,yellow gold,False,yellow gold,False,champagne
1067,641,rolex,False,Standard,Unknown/Other,31999.0,False,ceramic,False,steel,False,white
1068,643,rolex,False,Date,Submariner,16400.0,True,ceramic,False,gold/steel,False,blue
1069,644,rolex,False,Standard,Oyster Perpetual,7399.0,False,steel,False,steel,False,black
1071,647,rolex,False,Date,Oyster Perpetual,4250.0,False,steel,False,steel,False,grey
1072,648,rolex,False,Standard,Explorer II,8550.0,True,steel,False,steel,False,black
1073,649,rolex,False,Standard,Unknown/Other,36000.0,False,ceramic,False,steel,False,white
1074,650,rolex,False,Standard,Datejust 41,16300.0,True,white gold,False,white gold,False,blue
1076,653,rolex,False,Date,Submariner,14199.0,False,ceramic,False,steel,False,black
1077,654,rolex,False,Standard,Yacht-Master 40,13750.0,True,platinum,False,steel,False,blue
1078,655,rolex,False,Standard,Day-Date 40,44999.0,False,yellow gold,False,yellow gold,False,black
1079,656,rolex,False,Standard,Datejust 41,15395.0,False,white gold,False,steel,False,blue
1080,657,rolex,False,No Date,Submariner,13795.0,False,ceramic,False,steel,False,black
1081,658,rolex,False,Standard,Lady-Datejust,22995.0,False,white gold,False,steel,False,pink
1082,659,rolex,False,Date,Submariner,38600.0,True,ceramic,False,white gold,False,black
1083,660,rolex,False,Date,Submariner,36500.0,True,ceramic,False,white gold,False,black
1084,661,rolex,False,Standard,Unknown/Other,45995.0,False,white gold,False,white gold,False,blue
1085,662,rolex,False,Standard,Datejust 41,16850.0,False,white gold,False,steel,False,grey
1086,663,rolex,False,Standard,Datejust 41,11300.0,True,steel,False,steel,False,blue
1087,665,rolex,False,Standard,Day-Date 40,72070.0,False,white gold,False,white gold,False,meteorite
1088,666,rolex,False,Date,Submariner,19480.0,False,ceramic,False,steel,False,green
1089,667,rolex,False,Standard,Lady-Datejust,4750.0,False,white gold,False,gold/steel,False,black
1090,668,rolex,False,Date,Submariner,14995.0,False,ceramic,False,gold/steel,False,black
1091,669,rolex,False,Standard,Day-Date 36,21250.0,True,yellow gold,False,yellow gold,False,gold
1093,671,rolex,False,Standard,Unknown/Other,26199.0,False,white gold,False,steel,False,white
1094,672,rolex,False,Standard,Explorer II,9428.0,False,steel,False,steel,False,white
1095,673,rolex,False,Date,Submariner,17599.0,False,ceramic,False,gold/steel,False,black
1096,674,rolex,False,Standard,Milgauss,10999.0,False,steel,False,steel,False,black
1097,675,rolex,False,Date,Submariner,15499.0,False,ceramic,False,steel,False,black
1098,677,rolex,False,Date,Submariner,19800.0,False,ceramic,False,gold/steel,False,black
1099,678,rolex,False,Standard,Oyster Perpetual,7395.0,False,steel,False,steel,False,blue
1100,679,rolex,False,Date,Submariner,16499.0,True,ceramic,False,steel,False,black
1101,680,rolex,False,Standard,Yacht-Master 42,31599.0,False,ceramic,False,white gold,False,black
1102,681,rolex,False,Standard,GMT-Master II,20500.0,True,ceramic,False,steel,False,black
1103,682,rolex,False,Standard,Datejust 36,15000.0,True,white gold,False,steel,False,black
1104,683,rolex,False,Date,Submariner,23500.0,True,ceramic,False,steel,False,green
1105,684,rolex,False,Standard,Unknown/Other,124200.0,False,ceramic,False,platinum,False,blue
1106,685,rolex,False,Standard,Day-Date 36,22400.0,False,yellow gold,False,yellow gold,False,gold
1107,686,rolex,False,Standard,GMT-Master II,12995.0,False,steel,False,steel,False,black
1108,687,rolex,False,Standard,Yacht-Master 40,16250.0,False,platinum,False,steel,False,grey
1109,688,rolex,False,Standard,Datejust 31,24995.0,False,yellow gold,False,gold/steel,False,grey
1110,689,rolex,False,Standard,GMT-Master II,17800.0,True,ceramic,False,steel,False,black
1111,690,rolex,False,Standard,Unknown/Other,16495.0,False,steel,False,steel,False,black
1112,691,rolex,False,Standard,GMT-Master II,11380.0,False,yellow gold,False,gold/steel,False,black
1113,692,rolex,False,Standard,Unknown/Other,104995.0,False,white gold,False,white gold,False,silver
1114,693,rolex,False,Standard,Sea-Dweller Deepsea,16500.0,False,ceramic,False,steel,False,blue
1115,694,rolex,False,Standard,Datejust 31,24995.0,False,yellow gold,False,gold/steel,False,white
1116,695,rolex,False,Standard,Datejust 41,17450.0,False,white gold,False,steel,False,grey
1117,696,rolex,False,Date,Submariner,29999.0,True,yellow gold,False,yellow gold,False,blue
1118,697,rolex,False,Standard,Sky-Dweller,17799.0,False,white gold,False,steel,False,white
1119,698,rolex,False,No Date,Submariner,8950.0,False,steel,False,steel,False,black
1120,699,rolex,False,Standard,Oyster Perpetual,12400.0,False,steel,False,steel,False,green
1121,700,rolex,False,Standard,Datejust 41,19425.0,False,yellow gold,False,gold/steel,False,black
1122,701,rolex,False,Standard,Yacht-Master 37,24999.0,False,ceramic,False,rose gold,False,black
1123,702,rolex,False,Date,Submariner,14400.0,True,ceramic,False,steel,False,black
1124,704,rolex,False,Standard,Day-Date 36,19300.0,False,yellow gold,False,yellow gold,False,gold
1125,705,rolex,False,Standard,Datejust 36,11750.0,True,yellow gold,False,yellow gold,False,champagne
1126,706,rolex,False,Standard,Datejust 36,15495.0,False,white gold,False,steel,False,purple
1127,707,rolex,False,Standard,Datejust 36,11450.0,True,yellow gold,False,gold/steel,False,champagne
1128,708,rolex,False,Standard,Day-Date 36,63425.0,False,rose gold,False,rose gold,False,green
1129,709,rolex,False,Standard,Datejust 36,7250.0,False,white gold,False,steel,False,silver
1130,710,rolex,False,Date,Submariner,15500.0,False,ceramic,False,steel,False,black
1131,711,rolex,False,No Date,Submariner,9390.0,True,steel,False,steel,False,black
1132,713,rolex,True,Standard,Unknown/Other,16633.0,False,yellow gold,False,gold/steel,False,champagne
1133,0,patek philippe,False,Standard,Nautilus,3888888.0,False,steel,False,steel,False,blue
1138,5,patek philippe,False,Standard,Annual Calendar Chronograph,61500.0,False,rose gold,False,rose gold,False,brown
1141,8,patek philippe,False,Standard,Aquanaut,552500.0,False,white gold,False,white gold,False,blue
1144,11,patek philippe,False,Standard,Unknown/Other,59400.0,True,white gold,False,white gold,False,blue
1147,14,patek philippe,False,Standard,Nautilus,119499.0,True,steel,False,steel,False,blue
1148,15,patek philippe,False,Standard,Aquanaut,24050.0,False,steel,False,steel,False,black
1151,18,patek philippe,False,Standard,Calatrava,31000.0,False,white gold,False,white gold,False,grey
1152,19,patek philippe,False,Standard,Aquanaut,167000.0,False,steel,False,steel,False,black
1153,20,patek philippe,False,Standard,Aquanaut,84000.0,False,rose gold,False,rose gold,False,brown
1156,23,patek philippe,False,Standard,Aquanaut,124000.0,True,rose gold,False,rose gold,False,brown
1157,24,patek philippe,False,Standard,Unknown/Other,34000.0,False,white gold,False,white gold,False,blue
1159,26,patek philippe,False,Standard,Aquanaut,64999.0,True,steel,False,steel,False,black
1160,27,patek philippe,False,Standard,Perpetual Calendar Chronograph,174300.0,False,platinum,False,platinum,False,green
1161,28,patek philippe,False,Standard,Aquanaut,173000.0,False,rose gold,False,rose gold,False,blue
1162,29,patek philippe,False,Standard,Unknown/Other,47000.0,True,rose gold,False,rose gold,False,black
1163,30,patek philippe,False,Standard,Nautilus,279500.0,False,rose gold,False,rose gold,False,brown
1164,31,patek philippe,False,Standard,Nautilus,319995.0,False,steel,False,steel,False,green
1169,36,patek philippe,False,Standard,Aquanaut,165000.0,False,rose gold,False,rose gold,False,blue
1171,38,patek philippe,False,Standard,Annual Calendar Chronograph,66800.0,True,rose gold,False,rose gold,False,brown
1172,39,patek philippe,False,Standard,Calatrava,148000.0,False,yellow gold,False,rose gold,False,white
1173,40,patek philippe,False,Standard,Nautilus,233810.0,False,white gold,False,gold/steel,False,blue
1175,42,patek philippe,False,Standard,Nautilus,237000.0,False,white gold,False,white gold,False,blue
1177,44,patek philippe,False,Standard,Nautilus,395000.0,False,platinum,False,platinum,False,blue
1178,45,patek philippe,False,Standard,Nautilus,142617.0,True,steel,False,steel,False,blue
1179,46,patek philippe,False,Standard,Unknown/Other,27000.0,False,white gold,False,white gold,False,grey
1180,47,patek philippe,False,Standard,Unknown/Other,54300.0,True,white gold,False,white gold,False,blue
1182,49,patek philippe,False,Standard,Nautilus,580000.0,False,steel,False,steel,False,green
1183,50,patek philippe,False,Standard,Unknown/Other,59000.0,False,rose gold,False,rose gold,False,green
1184,51,patek philippe,False,Standard,Calatrava,13980.0,False,white gold,False,white gold,False,white
1186,53,patek philippe,False,Standard,Annual Calendar Chronograph,75000.0,True,rose gold,False,rose gold,False,blue
1187,54,patek philippe,False,Standard,Cubitus,169000.0,False,platinum,False,platinum,False,blue
1188,55,patek philippe,False,Standard,Calatrava,38889.0,False,white gold,False,white gold,False,black
1189,56,patek philippe,False,Standard,Aquanaut,98500.0,False,rose gold,False,rose gold,False,brown
1190,57,patek philippe,False,Standard,Nautilus,45000.0,False,steel,False,steel,False,blue
1191,58,patek philippe,False,Standard,Aquanaut,24160.0,False,steel,False,steel,False,black
1193,60,patek philippe,False,Standard,Aquanaut,88900.0,True,steel,False,steel,False,black
1194,61,patek philippe,False,Standard,World Time,30675.0,True,yellow gold,False,yellow gold,False,silver
1195,62,patek philippe,False,Standard,Unknown/Other,36999.0,False,yellow gold,False,yellow gold,False,white
1197,64,patek philippe,False,Standard,Unknown/Other,9850.0,False,yellow gold,False,yellow gold,False,gold
1198,65,patek philippe,False,Standard,Nautilus,270000.0,True,rose gold,False,rose gold,False,brown
1199,66,patek philippe,False,Standard,Nautilus,170000.0,True,rose gold,False,rose gold,False,black
1200,67,patek philippe,False,Standard,Unknown/Other,46950.0,True,rose gold,False,rose gold,False,brown
1202,69,patek philippe,False,Standard,Aquanaut,98999.0,True,white gold,False,white gold,False,green
1204,71,patek philippe,False,Standard,Twenty~4,53000.0,True,rose gold,False,rose gold,False,silver
1205,72,patek philippe,False,Standard,Cubitus,162995.0,False,platinum,False,platinum,False,blue
1207,74,patek philippe,False,Standard,Nautilus,205000.0,False,yellow gold,False,yellow gold,False,black
1208,75,patek philippe,False,Standard,Aquanaut,79999.0,False,rose gold,False,rose gold,False,brown
1209,76,patek philippe,False,Standard,Unknown/Other,39733.0,True,rose gold,False,rose gold,False,champagne
1210,77,patek philippe,False,Standard,Unknown/Other,66000.0,True,white gold,False,white gold,False,blue
1211,78,patek philippe,False,Standard,Aquanaut,145000.0,False,steel,False,steel,False,black
1212,79,patek philippe,False,Standard,Calatrava,33888.0,True,rose gold,False,rose gold,False,silver
1213,80,patek philippe,False,Standard,Aquanaut,162000.0,False,white gold,False,white gold,False,blue
1214,81,patek philippe,False,Standard,Calatrava,25250.0,False,white gold,False,white gold,False,champagne
1216,83,patek philippe,False,Standard,Unknown/Other,43000.0,False,rose gold,False,rose gold,False,grey
1217,84,patek philippe,False,Standard,Aquanaut,77999.0,True,steel,False,steel,False,black
