,Unnamed: 0,brand,guaranteed_authentic_brand,model_variant,core_model,price,negotiable_price,bezel_material,bezel_plated,case_material,case_plated,dial
3468,735,breitling,False,Standard,Unknown/Other,9790.0,False,steel,False,steel,False,green
3469,736,breitling,False,Standard,Chronomat,7290.0,False,steel,False,steel,False,black
3470,738,breitling,False,Standard,Navitimer,59995.0,True,rose gold,False,rose gold,False,brown
3472,745,breitling,False,Standard,Navitimer 1 B01 Chronograph,7073.0,True,steel,False,steel,False,silver
3480,764,breitling,False,Standard,Superocean,4500.0,True,ceramic,False,steel,False,black
3481,765,breitling,False,Standard,Chronomat Evolution,9999.0,False,steel,False,steel,False,black
3483,768,breitling,False,Standard,Unknown/Other,3095.0,True,gold/steel,False,gold/steel,False,green
3486,772,breitling,False,Standard,Superocean Heritage II,5000.0,False,ceramic,False,steel,False,black
3488,774,breitling,True,Heritage,Superocean,8313.0,False,rose gold,False,gold/steel,False,black
3489,775,breitling,False,Standard,Navitimer,4499.0,False,silver,False,steel,False,black
3493,780,breitling,False,Standard,Unknown/Other,5295.0,False,steel,False,steel,False,green
3494,781,breitling,False,GMT,Chronomat,4975.0,False,steel,False,steel,False,blue
3496,784,breitling,False,Heritage,Superocean,5250.0,False,rose gold,False,steel,False,black
3500,788,breitling,False,Standard,Chronomat,5500.0,True,steel,False,steel,False,green
3503,792,breitling,False,Standard,Superocean,4540.0,False,ceramic,False,steel,False,blue
3506,796,breitling,False,Standard,Avenger,3395.0,False,steel,False,steel,False,black
3507,798,breitling,False,Old,Navitimer,4995.0,False,steel,False,steel,False,silver
3513,806,breitling,False,Standard,Avenger,4250.0,False,steel,False,steel,False,black
3515,809,breitling,False,Standard,Avenger,4500.0,True,steel,False,steel,False,blue
3518,813,breitling,False,Standard,Avenger,4200.0,False,steel,False,steel,False,blue
3520,815,breitling,False,Standard,Unknown/Other,7861.0,True,steel,False,steel,False,green
3522,0,audemars piguet,False,Standard,Royal Oak,32995.0,False,steel,False,steel,False,black
3524,2,audemars piguet,False,Standard,Royal Oak Jumbo,65000.0,True,steel,False,steel,False,blue
3529,7,audemars piguet,False,Automatic,Royal Oak,39999.0,True,steel,False,steel,False,grey
3531,9,audemars piguet,False,Automatic,Royal Oak,39900.0,True,steel,False,steel,False,grey
3533,11,audemars piguet,False,Automatic,Royal Oak,78600.0,True,ceramic,False,ceramic,False,silver
3535,13,audemars piguet,False,Dual Time,Royal Oak,54950.0,True,rose gold,False,rose gold,False,white
3539,17,audemars piguet,False,Chronograph,Royal Oak Offshore,49500.0,True,ceramic,False,steel,False,black
3540,18,audemars piguet,False,Automatic,Royal Oak,35950.0,True,steel,False,steel,False,silver
3541,19,audemars piguet,False,Perpetual Calendar,Royal Oak,231500.0,False,ceramic,False,ceramic,False,grey
3542,20,audemars piguet,False,Standard,Unknown/Other,7295.0,True,rose gold,False,rose gold,False,silver
3543,21,audemars piguet,False,Chronograph,Royal Oak,75000.0,False,rose gold,False,rose gold,False,black
3544,22,audemars piguet,False,Double Balance Wheel Openworked,Royal Oak,165000.0,True,steel,False,steel,False,skeletonized
3545,23,audemars piguet,False,Chronograph,Royal Oak Offshore,40000.0,False,ceramic,False,titanium,False,grey
3546,24,audemars piguet,False,Standard,Millenary,15959.0,True,steel,False,steel,False,skeletonized
3549,27,audemars piguet,False,Chronograph,Royal Oak,47900.0,True,steel,False,steel,False,black
3550,28,audemars piguet,False,Chronograph,Royal Oak,78300.0,False,steel,False,steel,False,blue
3554,32,audemars piguet,False,Automatic,Royal Oak,36549.0,False,rose gold,False,rose gold,False,black
3555,33,audemars piguet,False,Automatic,Royal Oak,71800.0,True,yellow gold,False,yellow gold,False,silver
3557,35,audemars piguet,False,Standard,Royal Oak,195000.0,True,platinum,False,platinum,False,black
3559,37,audemars piguet,False,Automatic,Royal Oak,36850.0,True,rose gold,False,rose gold,False,silver
3560,38,audemars piguet,False,Chronograph,Royal Oak,35000.0,True,steel,False,steel,False,blue
3561,39,audemars piguet,False,Chronograph,Royal Oak Offshore,19500.0,False,ceramic,False,steel,False,white
3563,41,audemars piguet,False,Automatic,Royal Oak,114800.0,True,rose gold,False,rose gold,False,pink
3564,42,audemars piguet,False,Automatic,Royal Oak,52000.0,True,steel,False,steel,False,blue
3565,43,audemars piguet,False,Standard,Royal Oak,65000.0,False,steel,False,steel,False,blue
3566,44,audemars piguet,False,Chronograph,Royal Oak,45999.0,False,rose gold,False,rose gold,False,black
3567,45,audemars piguet,False,Standard,Royal Oak Jumbo,87750.0,False,steel,False,steel,False,blue
3568,46,audemars piguet,False,Chronograph,Royal Oak,41999.0,False,steel,False,steel,False,blue
3569,47,audemars piguet,False,Automatic,Royal Oak,67000.0,True,steel,False,steel,False,blue
3570,48,audemars piguet,False,Chronograph,Royal Oak,48000.0,False,steel,False,steel,False,blue
3571,49,audemars piguet,False,Perpetual Calendar,Royal Oak,325000.0,False,ceramic,False,ceramic,False,blue
3574,52,audemars piguet,False,Chronograph,Royal Oak,56995.0,False,steel,False,steel,False,black
3575,53,audemars piguet,False,Standard,Unknown/Other,95000.0,True,white gold,False,white gold,False,blue
3576,54,audemars piguet,True,Chronograph,Royal Oak,28073.0,False,steel,False,steel,False,white
3577,55,audemars piguet,False,Standard,Unknown/Other,17800.0,True,yellow gold,False,yellow gold,False,gold
3578,56,audemars piguet,False,Automatic,Royal Oak,38900.0,True,steel,False,steel,False,black
3579,57,audemars piguet,False,Chronograph,Royal Oak Offshore,21000.0,False,steel,False,steel,False,grey
3580,58,audemars piguet,False,Chronograph,Royal Oak,42250.0,False,steel,False,steel,False,white
3581,59,audemars piguet,False,Chronograph,Royal Oak,50000.0,True,steel,False,steel,False,silver
3582,60,audemars piguet,False,Standard,Unknown/Other,16900.0,False,white gold,False,white gold,False,blue
3583,61,audemars piguet,False,Chronograph,Royal Oak Offshore,32991.0,False,ceramic,False,steel,False,brown
3584,62,audemars piguet,False,Standard,Royal Oak,49950.0,False,steel,False,steel,False,blue
3587,65,audemars piguet,False,Automatic,Royal Oak,60000.0,False,steel,False,steel,False,grey
3590,68,audemars piguet,False,Chronograph,Royal Oak Offshore,18697.0,False,steel,False,steel,False,brown
3591,69,audemars piguet,False,Standard,Royal Oak,48500.0,False,steel,False,steel,False,black
3592,70,audemars piguet,False,Chronograph,Royal Oak Offshore,17999.0,False,steel,False,steel,False,silver
3593,71,audemars piguet,False,Chronograph,Royal Oak,102800.0,True,rose gold,False,rose gold,False,silver
3594,72,audemars piguet,False,Chronograph,Royal Oak Offshore,16750.0,True,steel,False,steel,False,white
3595,73,audemars piguet,False,Standard,Royal Oak,34999.0,False,yellow gold,False,yellow gold,False,grey
3597,75,audemars piguet,False,Chronograph,Royal Oak Offshore,22199.0,False,steel,False,steel,False,black
3598,76,audemars piguet,False,Chronograph,Royal Oak Offshore,20500.0,False,steel,False,steel,False,black
3599,78,audemars piguet,False,Standard,Code 11.59,28649.0,True,rose gold,False,rose gold,False,blue
3600,79,audemars piguet,False,Double Balance Wheel Openworked,Royal Oak,126247.0,False,steel,False,gold/steel,False,skeletonized
3601,80,audemars piguet,True,Chronograph,Royal Oak,36393.0,False,steel,False,steel,False,black
3602,81,audemars piguet,False,Lady,Royal Oak,19450.0,False,gem-set,False,steel,False,white
3603,82,audemars piguet,False,Standard,Royal Oak,29980.0,False,yellow gold,False,yellow gold,False,champagne
3604,83,audemars piguet,False,Chronograph,Royal Oak,48500.0,True,steel,False,steel,False,blue
3606,85,audemars piguet,False,Chronograph,Royal Oak Offshore,42040.0,False,steel,False,steel,False,blue
3607,86,audemars piguet,False,Standard,Royal Oak Offshore,23299.0,False,steel,False,steel,False,brown
3608,87,audemars piguet,False,Double Balance Wheel Openworked,Royal Oak,189000.0,False,white gold,False,white gold,False,skeletonized
3611,90,audemars piguet,False,Diver,Royal Oak Offshore,18970.0,True,steel,False,steel,False,black
3612,91,audemars piguet,False,Automatic,Royal Oak,38599.0,False,steel,False,steel,False,black
3615,94,audemars piguet,False,Double Balance Wheel Openworked,Royal Oak,218800.0,False,yellow gold,False,yellow gold,False,skeletonized
3617,96,audemars piguet,False,Standard,Royal Oak Jumbo,66850.0,False,steel,False,steel,False,blue
3618,97,audemars piguet,False,Concept,Royal Oak,239500.0,False,titanium,False,titanium,False,skeletonized
3620,99,audemars piguet,False,Chronograph,Royal Oak,42790.0,True,steel,False,steel,False,white
3621,100,audemars piguet,False,Chronograph,Royal Oak Offshore,28950.0,False,ceramic,False,ceramic,False,black
3622,101,audemars piguet,False,Chronograph,Royal Oak,95500.0,True,rose gold,False,rose gold,False,blue
3624,103,audemars piguet,False,Lady,Royal Oak Offshore,26700.0,False,steel,False,steel,False,purple
3625,104,audemars piguet,False,Chronograph,Royal Oak,62250.0,True,steel,False,steel,False,green
3626,105,audemars piguet,False,Automatic,Royal Oak,45000.0,False,steel,False,steel,False,silver
3628,107,audemars piguet,False,Standard,Code 11.59,40000.0,True,rose gold,False,rose gold,False,purple
3629,108,audemars piguet,False,Mini,Royal Oak,102300.0,False,yellow gold,False,yellow gold,False,gold
3630,109,audemars piguet,False,Standard,Royal Oak,61500.0,True,steel,False,steel,False,green
3632,111,audemars piguet,False,Chronograph,Royal Oak,59997.0,True,steel,False,steel,False,blue
3633,112,audemars piguet,False,Chronograph,Royal Oak Offshore,30800.0,False,ceramic,False,steel,False,champagne
3635,114,audemars piguet,False,Chronograph,Royal Oak Offshore,55000.0,True,rose gold,False,rose gold,False,gold
3636,115,audemars piguet,False,Standard,Royal Oak Offshore,29975.0,False,ceramic,False,ceramic,False,black
3637,116,audemars piguet,False,Chronograph,Royal Oak,38500.0,False,steel,False,steel,False,black
3638,117,audemars piguet,False,Mini,Royal Oak,98900.0,False,white gold,False,white gold,False,grey
3639,118,audemars piguet,False,Standard,Royal Oak,36000.0,True,yellow gold,False,yellow gold,False,champagne
3640,121,audemars piguet,False,Double Balance Wheel Openworked,Royal Oak,149500.0,False,steel,False,steel,False,skeletonized
3641,123,audemars piguet,False,Standard,Royal Oak Jumbo,88800.0,False,steel,False,steel,False,blue
3642,124,audemars piguet,False,Automatic,Royal Oak,36999.0,False,steel,False,steel,False,black
3646,131,audemars piguet,False,Standard,Royal Oak Jumbo,68000.0,False,steel,False,steel,False,blue
3647,132,audemars piguet,False,Chronograph,Royal Oak Offshore,26749.0,True,ceramic,False,steel,False,black
3648,133,audemars piguet,True,Automatic,Royal Oak,32232.0,False,steel,False,steel,False,white
3649,134,audemars piguet,False,Chronograph,Royal Oak Offshore,36845.0,True,rose gold,False,rose gold,False,champagne
3652,137,audemars piguet,False,Automatic,Royal Oak,55000.0,True,steel,False,steel,False,blue
3653,138,audemars piguet,False,Automatic,Royal Oak,115748.0,True,rose gold,False,rose gold,False,blue
3654,139,audemars piguet,False,Chronograph,Royal Oak,79599.0,True,rose gold,False,rose gold,False,black
3655,141,audemars piguet,False,Chronograph,Royal Oak Offshore,36749.0,True,ceramic,False,titanium,False,grey
3656,142,audemars piguet,True,Chronograph,Royal Oak,28593.0,False,steel,False,steel,False,white
3658,144,audemars piguet,False,Standard,Royal Oak,45000.0,True,yellow gold,False,yellow gold,False,white
3659,145,audemars piguet,False,Tourbillon,Royal Oak,135000.0,False,steel,False,steel,False,blue
3660,146,audemars piguet,False,Automatic,Royal Oak,44000.0,False,rose gold,False,rose gold,False,black
3661,147,audemars piguet,False,Lady,Royal Oak,9585.0,False,yellow gold,False,steel,False,grey
3664,150,audemars piguet,False,Chronograph,Royal Oak Offshore,16800.0,False,steel,False,steel,False,black
3666,152,audemars piguet,False,Standard,Royal Oak,50250.0,False,rose gold,False,rose gold,False,black
3667,153,audemars piguet,False,Standard,Royal Oak,49500.0,False,steel,False,steel,False,blue
3668,154,audemars piguet,False,Chronograph,Royal Oak,126400.0,False,ceramic,False,ceramic,False,black
3669,155,audemars piguet,False,Chronograph,Royal Oak Offshore,51800.0,True,steel,False,steel,False,brown
3670,156,audemars piguet,False,Chronograph,Royal Oak,27950.0,True,rose gold,False,rose gold,False,gold
3671,157,audemars piguet,False,Perpetual Calendar,Royal Oak,105950.0,False,steel,False,steel,False,blue
3672,158,audemars piguet,False,Day-Date,Royal Oak,39500.0,False,steel,False,steel,False,black
3673,159,audemars piguet,False,Chronograph,Royal Oak Offshore,34749.0,True,rose gold,False,gold/steel,False,blue
3678,164,audemars piguet,False,Automatic,Royal Oak,73450.0,False,rose gold,False,rose gold,False,black
3679,165,audemars piguet,False,Chronograph,Royal Oak,89950.0,False,rose gold,False,rose gold,False,blue
3680,166,audemars piguet,False,Chronograph,Royal Oak Offshore,20799.0,False,ceramic,False,ceramic,False,black
3681,167,audemars piguet,False,Lady,Royal Oak Offshore,81700.0,True,rose gold,False,rose gold,False,blue
3682,168,audemars piguet,False,Standard,Royal Oak Jumbo,86850.0,False,steel,False,steel,False,blue
3684,170,audemars piguet,False,Chronograph,Royal Oak,120000.0,False,carbon,False,ceramic,False,black
3685,171,audemars piguet,False,Standard,Royal Oak,98900.0,False,rose gold,False,rose gold,False,black
3686,172,audemars piguet,False,Standard,Royal Oak,43800.0,True,steel,False,steel,False,grey
3688,175,audemars piguet,False,Standard,Royal Oak Jumbo,179000.0,False,platinum,False,platinum,False,green
3689,176,audemars piguet,False,Standard,Royal Oak Jumbo,239000.0,False,steel,False,steel,False,skeletonized
3691,178,audemars piguet,True,Chronograph,Royal Oak Offshore,20065.0,False,ceramic,False,carbon,False,black
3692,179,audemars piguet,False,Standard,Code 11.59,40000.0,True,white gold,False,rose gold,False,grey
3694,181,audemars piguet,False,Standard,Code 11.59,21949.0,True,steel,False,steel,False,grey
3695,182,audemars piguet,False,Chronograph,Royal Oak Offshore,21540.0,False,steel,False,steel,False,grey
3696,183,audemars piguet,False,Automatic,Royal Oak,41425.0,True,steel,False,steel,False,grey
3697,184,audemars piguet,False,Standard,Royal Oak,41495.0,False,steel,False,steel,False,grey
3698,185,audemars piguet,False,Automatic,Royal Oak,86000.0,True,rose gold,False,rose gold,False,blue
3700,187,audemars piguet,False,Chronograph,Royal Oak Offshore,23747.0,False,steel,False,steel,False,black
3701,188,audemars piguet,False,Standard,Code 11.59,24295.0,False,rose gold,False,rose gold,False,blue
3702,189,audemars piguet,False,Lady,Royal Oak,44199.0,False,steel,False,steel,False,blue
3703,190,audemars piguet,False,Diver,Royal Oak Offshore,18399.0,True,steel,False,steel,False,black
3704,191,audemars piguet,False,Chronograph,Royal Oak,37499.0,False,steel,False,steel,False,silver
3706,195,audemars piguet,False,Chronograph,Royal Oak Offshore,20395.0,False,steel,False,steel,False,orange
3708,197,audemars piguet,False,Diver,Royal Oak Offshore,25390.0,False,steel,False,steel,False,black
3709,198,audemars piguet,False,Chronograph,Royal Oak Offshore,45995.0,False,steel,False,steel,False,blue
3710,199,audemars piguet,False,Diver,Royal Oak Offshore,24000.0,False,steel,False,steel,False,black
3712,203,audemars piguet,False,Chronograph,Royal Oak Offshore,45475.0,True,steel,False,steel,False,blue
3713,204,audemars piguet,False,Chronograph,Royal Oak Offshore,19900.0,False,steel,False,steel,False,black
3714,205,audemars piguet,False,Chronograph,Royal Oak Offshore,23995.0,True,steel,False,steel,False,brown
3715,206,audemars piguet,False,Chronograph,Royal Oak,89712.0,False,rose gold,False,rose gold,False,white
3719,210,audemars piguet,False,Chronograph,Royal Oak Offshore,33000.0,False,steel,False,steel,False,blue
3722,213,audemars piguet,False,Standard,Royal Oak,15970.0,False,steel,False,steel,False,black
3723,214,audemars piguet,False,Lady,Royal Oak Offshore,19995.0,False,steel,False,steel,False,black
3724,216,audemars piguet,False,Standard,Royal Oak Jumbo,82500.0,True,steel,False,steel,False,blue
3725,217,audemars piguet,False,Tourbillon,Royal Oak,175000.0,False,titanium,False,titanium,False,blue
3726,218,audemars piguet,False,Chronograph,Royal Oak Offshore,37999.0,False,ceramic,False,ceramic,False,green
3729,221,audemars piguet,False,Mini,Royal Oak,91800.0,True,yellow gold,False,yellow gold,False,gold
3730,222,audemars piguet,False,Standard,Code 11.59,21249.0,True,steel,False,steel,False,blue
3731,223,audemars piguet,False,Mini,Royal Oak,98000.0,False,yellow gold,False,yellow gold,False,gold
3732,224,audemars piguet,False,Chronograph,Royal Oak Offshore,24500.0,False,ceramic,False,steel,False,champagne
3733,225,audemars piguet,False,Chronograph,Royal Oak Offshore,21500.0,False,steel,False,steel,False,white
3735,227,audemars piguet,False,Standard,Code 11.59,35000.0,False,rose gold,False,rose gold,False,blue
3736,228,audemars piguet,False,Automatic,Royal Oak,103500.0,False,rose gold,False,rose gold,False,blue
3739,231,audemars piguet,False,Standard,Royal Oak,42875.0,True,steel,False,steel,False,silver
3740,232,audemars piguet,False,Chronograph,Royal Oak Offshore,32595.0,True,titanium,False,titanium,False,grey
3743,240,audemars piguet,False,Standard,Code 11.59,36500.0,False,white gold,False,ceramic,False,grey
3744,244,audemars piguet,False,Standard,Royal Oak,8999.0,False,steel,False,steel,False,silver
3745,246,audemars piguet,False,Automatic,Royal Oak,53500.0,True,rose gold,False,gold/steel,False,silver
3747,254,audemars piguet,False,Standard,Royal Oak,44800.0,True,steel,False,steel,False,black
3749,260,audemars piguet,False,Chronograph,Royal Oak,36000.0,False,steel,False,steel,False,silver
3750,264,audemars piguet,False,Standard,Royal Oak,47500.0,True,steel,False,steel,False,white
3752,270,audemars piguet,False,Standard,Royal Oak,49600.0,False,steel,False,steel,False,white
3753,272,audemars piguet,False,Chronograph,Royal Oak Offshore,28500.0,True,ceramic,False,ceramic,False,grey
3754,274,audemars piguet,False,Standard,Royal Oak,78950.0,False,rose gold,False,rose gold,False,black
3755,278,audemars piguet,False,Chronograph,Royal Oak Offshore,36500.0,True,ceramic,False,steel,False,brown
3756,282,audemars piguet,False,Chronograph,Royal Oak,52300.0,True,steel,False,steel,False,silver
3757,287,audemars piguet,False,Chronograph,Royal Oak,215850.0,True,yellow gold,False,yellow gold,False,green
3761,300,audemars piguet,False,Lady,Royal Oak Offshore,90000.0,False,rose gold,False,rose gold,False,blue
3762,302,audemars piguet,True,Chronograph,Royal Oak Offshore,25993.0,False,ceramic,False,titanium,False,grey
3765,311,audemars piguet,True,Automatic,Royal Oak,34312.0,False,steel,False,steel,False,black
3767,314,audemars piguet,False,Standard,Royal Oak,48170.0,False,steel,False,steel,False,blue
3768,315,audemars piguet,False,Standard,Code 11.59,30250.0,False,white gold,False,white gold,False,blue
3770,324,audemars piguet,False,Automatic,Royal Oak,103500.0,True,rose gold,False,rose gold,False,silver
3771,325,audemars piguet,False,Automatic,Royal Oak,39495.0,False,steel,False,steel,False,white
3773,329,audemars piguet,True,Chronograph,Royal Oak Offshore,19753.0,False,steel,False,steel,False,blue
3775,334,audemars piguet,False,Standard,Royal Oak Offshore,22497.0,False,ceramic,False,ceramic,False,black
3776,335,audemars piguet,False,Chronograph,Royal Oak Offshore,22500.0,False,steel,False,steel,False,grey
3777,336,audemars piguet,False,Double Balance Wheel Openworked,Royal Oak,186300.0,True,white gold,False,white gold,False,skeletonized
3778,337,audemars piguet,False,Diver,Royal Oak Offshore,27495.0,True,steel,False,steel,False,grey
3779,338,audemars piguet,False,Chronograph,Royal Oak,74950.0,False,rose gold,False,rose gold,False,silver
3780,339,audemars piguet,False,Chronograph,Royal Oak Offshore,22000.0,True,ceramic,False,titanium,False,grey
3781,340,audemars piguet,False,Diver,Royal Oak Offshore,38999.0,False,titanium,False,rose gold,False,grey
3782,341,audemars piguet,False,Standard,Code 11.59,27849.0,True,steel,False,steel,False,blue
3783,342,audemars piguet,False,Lady,Royal Oak,52700.0,True,rose gold,False,gold/steel,False,silver
3784,343,audemars piguet,False,Thin,Royal Oak Jumbo,87000.0,True,steel,False,steel,False,blue
3785,344,audemars piguet,False,Standard,Royal Oak Jumbo,87980.0,False,steel,False,steel,False,blue
3787,346,audemars piguet,False,Standard,Royal Oak,41699.0,False,steel,False,steel,False,grey
3788,347,audemars piguet,True,Dual Time,Royal Oak,27033.0,False,steel,False,steel,False,black
3789,348,audemars piguet,False,Perpetual Calendar,Royal Oak,135950.0,False,platinum,False,steel,False,black
3790,349,audemars piguet,False,Diver,Royal Oak Offshore,27900.0,True,steel,False,steel,False,green
3791,350,audemars piguet,False,Chronograph,Royal Oak Offshore,37549.0,True,rose gold,False,rose gold,False,grey
3792,351,audemars piguet,False,Chronograph,Royal Oak,84800.0,True,platinum,False,titanium,False,grey
3793,352,audemars piguet,False,Chronograph,Royal Oak Offshore,60450.0,False,rose gold,False,rose gold,False,white
3794,353,audemars piguet,False,Standard,Code 11.59,29997.0,True,steel,False,steel,False,brown
3795,354,audemars piguet,False,Automatic,Royal Oak,73600.0,True,rose gold,False,rose gold,False,blue
3796,355,audemars piguet,False,Automatic,Royal Oak,38962.0,False,steel,False,steel,False,grey
3797,356,audemars piguet,False,Automatic,Royal Oak,38512.0,True,steel,False,steel,False,grey
3799,359,audemars piguet,False,Automatic,Royal Oak,36997.0,False,steel,False,steel,False,silver
3800,360,audemars piguet,False,Automatic,Royal Oak,45000.0,False,steel,False,steel,False,grey
3801,361,audemars piguet,False,Automatic,Royal Oak,40290.0,False,steel,False,steel,False,grey
3802,363,audemars piguet,False,Automatic,Royal Oak,40250.0,False,steel,False,steel,False,silver
3803,365,audemars piguet,False,Automatic,Royal Oak,39900.0,False,steel,False,steel,False,silver
3804,366,audemars piguet,False,Automatic,Royal Oak,36189.0,True,steel,False,steel,False,grey
3805,367,audemars piguet,False,Automatic,Royal Oak,59595.0,False,steel,False,steel,False,blue
3806,368,audemars piguet,True,Automatic,Royal Oak,32232.0,False,steel,False,steel,False,white
3807,369,audemars piguet,False,Chronograph,Royal Oak,94995.0,False,rose gold,False,rose gold,False,blue
3808,370,audemars piguet,False,Standard,Code 11.59,60000.0,False,rose gold,False,rose gold,False,blue
3809,371,audemars piguet,False,Standard,Code 11.59,33375.0,False,rose gold,False,rose gold,False,blue
3811,373,audemars piguet,False,Chronograph,Royal Oak Offshore,28850.0,False,ceramic,False,titanium,False,grey
3812,374,audemars piguet,False,Automatic,Royal Oak,56499.0,False,steel,False,steel,False,blue
3813,375,audemars piguet,False,Chronograph,Royal Oak Offshore,19499.0,False,ceramic,False,steel,False,silver
3814,376,audemars piguet,False,Chronograph,Royal Oak Offshore,41475.0,True,titanium,False,titanium,False,grey
3815,377,audemars piguet,False,Chronograph,Royal Oak Offshore,26550.0,True,ceramic,False,steel,False,black
3816,378,audemars piguet,False,Chronograph,Royal Oak Offshore,38000.0,False,ceramic,False,steel,False,black
3817,379,audemars piguet,False,Chronograph,Royal Oak Offshore,21095.0,True,steel,False,steel,False,blue
3818,380,audemars piguet,False,Lady,Royal Oak,39875.0,True,rose gold,False,gold/steel,False,silver
3820,382,audemars piguet,False,Standard,Royal Oak Jumbo,65925.0,False,steel,False,steel,False,blue
3821,383,audemars piguet,False,Chronograph,Royal Oak Offshore,32995.0,True,ceramic,False,rose gold,False,black
3822,385,audemars piguet,False,Standard,Royal Oak,51400.0,True,rose gold,False,rose gold,False,black
3823,386,audemars piguet,False,Chronograph,Royal Oak Offshore,37000.0,False,titanium,False,titanium,False,blue
3824,387,audemars piguet,False,Chronograph,Royal Oak,47995.0,True,steel,False,steel,False,silver
3825,388,audemars piguet,True,Automatic,Royal Oak,43672.0,False,steel,False,steel,False,blue
3826,389,audemars piguet,False,Diver,Royal Oak Offshore,18475.0,False,steel,False,steel,False,black
3827,390,audemars piguet,False,Lady,Royal Oak Offshore,51800.0,True,gem-set,False,steel,False,pink
3828,391,audemars piguet,False,Chronograph,Royal Oak Offshore,24500.0,False,titanium,False,titanium,False,grey
3829,392,audemars piguet,False,Standard,Royal Oak Offshore,21950.0,True,ceramic,False,ceramic,False,black
3830,393,audemars piguet,False,Chronograph,Royal Oak Offshore,38495.0,True,ceramic,False,steel,False,brown
3831,394,audemars piguet,False,Chronograph,Royal Oak,73950.0,False,rose gold,False,rose gold,False,black
3832,395,audemars piguet,False,Chronograph,Royal Oak Offshore,17499.0,False,steel,False,steel,False,silver
3833,397,audemars piguet,True,Chronograph,Royal Oak,41593.0,False,steel,False,steel,False,black
3834,398,audemars piguet,False,Diver,Royal Oak Offshore,33800.0,False,steel,False,steel,False,blue
3837,401,audemars piguet,False,Chronograph,Royal Oak Offshore,35500.0,False,titanium,False,titanium,False,green
3838,402,audemars piguet,False,Automatic,Royal Oak,60000.0,False,steel,False,steel,False,blue
3839,403,audemars piguet,False,Automatic,Royal Oak,76129.0,False,rose gold,False,rose gold,False,white
3840,405,audemars piguet,False,Chronograph,Royal Oak Offshore,17900.0,False,steel,False,steel,False,black
3841,406,audemars piguet,False,Standard,Royal Oak,99995.0,False,rose gold,False,rose gold,False,blue
3842,407,audemars piguet,False,Chronograph,Royal Oak,96000.0,False,rose gold,False,rose gold,False,blue
3843,408,audemars piguet,False,Chronograph,Royal Oak Offshore,52900.0,True,ceramic,False,steel,False,brown
3844,409,audemars piguet,False,Double Balance Wheel Openworked,Royal Oak,159750.0,True,steel,False,steel,False,skeletonized
3847,413,audemars piguet,False,Standard,Code 11.59,41749.0,True,rose gold,False,rose gold,False,blue
3848,415,audemars piguet,False,Chronograph,Royal Oak Offshore,19880.0,False,steel,False,steel,False,black
3850,417,audemars piguet,True,Automatic,Royal Oak,33272.0,False,rose gold,False,rose gold,False,white
3851,418,audemars piguet,False,Chronograph,Royal Oak,63000.0,True,steel,False,steel,False,blue
3852,419,audemars piguet,False,Standard,Royal Oak Jumbo,84900.0,True,steel,False,steel,False,blue
3853,420,audemars piguet,False,Standard,Code 11.59,36374.0,False,rose gold,False,rose gold,False,green
3854,421,audemars piguet,False,Diver,Royal Oak Offshore,28975.0,False,steel,False,steel,False,green
3855,422,audemars piguet,False,Diver,Royal Oak Offshore,20729.0,True,steel,False,steel,False,white
3856,423,audemars piguet,False,Diver,Royal Oak Offshore,25950.0,False,steel,False,steel,False,grey
3857,424,audemars piguet,False,Chronograph,Royal Oak,122999.0,False,rose gold,False,rose gold,False,blue
3858,425,audemars piguet,False,Standard,Royal Oak,43895.0,True,steel,False,steel,False,white
3862,430,audemars piguet,False,Mini,Royal Oak,90000.0,False,rose gold,False,rose gold,False,pink
3863,431,audemars piguet,False,Standard,Royal Oak,46750.0,False,steel,False,steel,False,grey
3866,434,audemars piguet,False,Lady,Royal Oak Offshore,85900.0,False,rose gold,False,rose gold,False,blue
3867,435,audemars piguet,False,Mini,Royal Oak,98950.0,False,white gold,False,white gold,False,grey
3869,437,audemars piguet,False,Chronograph,Royal Oak Offshore,34880.0,True,rose gold,False,gold/steel,False,blue
3870,439,audemars piguet,False,Chronograph,Royal Oak,58335.0,True,rose gold,False,rose gold,False,brown
3871,440,audemars piguet,True,Standard,Unknown/Other,8313.0,False,white gold,False,white gold,False,blue
